trial_id,optimizer_config__optimizer_params,optimizer_config__optimizer,model_config__virtual_batch_size,model_config__n_layers,model_config__k,model_config__dropout_rate,model_config__block_activation,model_config__abstlay_dim_2,model_config__abstlay_dim_1,model,loss_0,loss,accuracy,auroc,model_config__transformer_head_dim,model_config__transformer_activation,model_config__shared_embedding_fraction,model_config__share_embedding_strategy,model_config__share_embedding,model_config__num_heads,model_config__num_attn_blocks,model_config__input_embed_dim,model_config__ff_hidden_multiplier,model_config__ff_dropout,model_config__embedding_initialization,model_config__embedding_dropout,model_config__embedding_bias,model_config__attn_dropout,model_config__add_norm_dropout,model_config__use_batch_norm,model_config__initialization,model_config__has_residuals,model_config__embedding_dim,model_config__dropout,model_config__deep_layers,model_config__attn_embed_dim,model_config__attn_dropouts,model_config__attention_pooling,model_config__activation,model_config__n_steps,model_config__n_shared,model_config__n_independent,model_config__n_d,model_config__n_a,model_config__mask_type,model_config__gamma,model_config__batch_norm_continuous_input
59,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.7093315720558167,0.7093315720558167,0.5762711763381958,0.5952381491661072,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,1.0,3.0,32.0,16.0,entmax,1.3,True
60,{'weight_decay': 0.001},AdamW,128.0,,,,,,,TabNetModel,0.6519566774368286,0.6519566774368286,0.6271186470985413,0.5889724493026733,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,1.0,3.0,32.0,32.0,entmax,2.0,True
61,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.7736576795578003,0.7736576795578003,0.5423728823661804,0.6040099859237671,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,1.0,2.0,32.0,16.0,entmax,1.0,True
62,{'weight_decay': 0.001},Adam,512.0,,,,,,,TabNetModel,0.7228097915649414,0.7228097915649414,0.5254237055778503,0.5664160251617432,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,2.0,3.0,16.0,16.0,entmax,1.5,True
63,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.8008081912994385,0.8008081912994385,0.508474588394165,0.591478705406189,,,,,,,,,,,,0.1,,,,,,,,,,,,,,7.0,2.0,3.0,16.0,16.0,sparsemax,2.0,True
64,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.680928111076355,0.680928111076355,0.6101694703102112,0.7355890274047852,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,2.0,3.0,32.0,32.0,entmax,2.0,True
65,{'weight_decay': 0.01},AdamW,128.0,,,,,,,TabNetModel,0.668481171131134,0.668481171131134,0.6440678238868713,0.5563910007476807,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,1.0,3.0,32.0,32.0,entmax,1.0,True
66,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.7065121531486511,0.7065121531486511,0.5423728823661804,0.5012531280517578,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7.0,2.0,2.0,16.0,64.0,entmax,1.5,True
67,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.7150733470916748,0.7150733470916748,0.6440678238868713,0.6666666269302368,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,2.0,2.0,64.0,8.0,entmax,1.5,True
68,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.681266725063324,0.681266725063324,0.5593220591545105,0.4674185514450073,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,1.0,2.0,32.0,8.0,sparsemax,1.0,True
69,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.6733492016792297,0.6733492016792297,0.5932203531265259,0.5426065325737,,,,,,,,,,,,0.1,,,,,,,,,,,,,,3.0,1.0,3.0,8.0,8.0,sparsemax,1.0,True
70,{'weight_decay': 0.001},AdamW,128.0,,,,,,,TabNetModel,0.6934892535209656,0.6934892535209656,0.5423728823661804,0.5451128482818604,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,2.0,3.0,16.0,16.0,entmax,1.3,True
71,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.6593829393386841,0.6593829393386841,0.6271186470985413,0.523809552192688,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,3.0,1.0,8.0,32.0,entmax,1.3,True
72,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,1.0300573110580444,1.0300573110580444,0.49152541160583496,0.43483710289001465,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,3.0,2.0,64.0,64.0,entmax,1.3,True
73,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.6747175455093384,0.6747175455093384,0.6779661178588867,0.6265664100646973,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,2.0,2.0,16.0,16.0,entmax,1.0,True
74,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.7420877814292908,0.7420877814292908,0.6271186470985413,0.5588972568511963,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,3.0,3.0,8.0,32.0,sparsemax,1.5,True
75,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.6106613874435425,0.6106613874435425,0.6779661178588867,0.6666666269302368,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,2.0,1.0,8.0,64.0,entmax,1.0,True
76,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6735551953315735,0.6735551953315735,0.6271186470985413,0.5588972568511963,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,3.0,1.0,64.0,8.0,sparsemax,1.5,True
77,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.767710268497467,0.767710268497467,0.38983049988746643,0.4649122953414917,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7.0,1.0,1.0,8.0,32.0,entmax,1.5,True
78,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,1.015973448753357,1.015973448753357,0.6271186470985413,0.621553897857666,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,2.0,2.0,32.0,16.0,entmax,2.0,True
79,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.7445403337478638,0.7445403337478638,0.6101694703102112,0.49373435974121094,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,3.0,2.0,16.0,32.0,sparsemax,1.0,True
80,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.7450348138809204,0.7450348138809204,0.7118644118309021,0.5626566410064697,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7.0,1.0,2.0,16.0,8.0,entmax,2.0,True
81,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.6057986617088318,0.6057986617088318,0.6610169410705566,0.6766917705535889,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,1.0,2.0,32.0,64.0,entmax,1.5,True
82,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.797989010810852,0.797989010810852,0.5762711763381958,0.5852131247520447,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7.0,3.0,3.0,16.0,16.0,sparsemax,1.0,True
83,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.6364169716835022,0.6364169716835022,0.6271186470985413,0.5601503849029541,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,2.0,1.0,32.0,16.0,entmax,1.0,True
84,{'weight_decay': 0.001},AdamW,128.0,,,,,,,TabNetModel,0.7111485600471497,0.7111485600471497,0.6101694703102112,0.5952381491661072,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,3.0,2.0,16.0,16.0,entmax,1.3,True
85,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.7186152338981628,0.7186152338981628,0.5593220591545105,0.567669153213501,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,3.0,3.0,64.0,64.0,entmax,1.0,True
86,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.707200825214386,0.707200825214386,0.6610169410705566,0.6365914344787598,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,3.0,2.0,64.0,32.0,entmax,1.3,True
87,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.6688635945320129,0.6688635945320129,0.6610169410705566,0.6578947305679321,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,2.0,2.0,64.0,32.0,entmax,1.5,True
88,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6837537884712219,0.6837537884712219,0.5762711763381958,0.5413533449172974,,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,2.0,1.0,8.0,64.0,entmax,2.0,True
89,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.6874081492424011,0.6874081492424011,0.5423728823661804,0.5714285373687744,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,1.0,2.0,8.0,8.0,sparsemax,1.3,True
90,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.6531080603599548,0.6531080603599548,0.6610169410705566,0.7055138349533081,,,,,,,,,,,,0.1,,,,,,,,,,,,,,7.0,2.0,1.0,64.0,64.0,sparsemax,1.0,True
91,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.7032532691955566,0.7032532691955566,0.5762711763381958,0.5250626802444458,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,1.0,2.0,64.0,32.0,sparsemax,1.3,True
92,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.8543426394462585,0.8543426394462585,0.5762711763381958,0.5413533449172974,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,3.0,1.0,16.0,64.0,entmax,1.0,True
93,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.6313303709030151,0.6313303709030151,0.6440678238868713,0.6315789222717285,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,2.0,2.0,16.0,32.0,entmax,1.5,True
94,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.8571171164512634,0.8571171164512634,0.5423728823661804,0.5325814485549927,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,3.0,2.0,64.0,16.0,entmax,1.3,True
95,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.9087454676628113,0.9087454676628113,0.5932203531265259,0.44360899925231934,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,2.0,1.0,32.0,64.0,entmax,1.3,True
96,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.7153558731079102,0.7153558731079102,0.5932203531265259,0.44736841320991516,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,3.0,1.0,16.0,16.0,entmax,1.0,True
97,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.7392326593399048,0.7392326593399048,0.6610169410705566,0.5814536809921265,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,2.0,3.0,16.0,8.0,entmax,2.0,True
98,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.9956465363502502,0.9956465363502502,0.35593220591545105,0.43483710289001465,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,2.0,2.0,8.0,16.0,entmax,1.3,True
99,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.7925042510032654,0.7925042510032654,0.49152541160583496,0.43609023094177246,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,1.0,2.0,64.0,8.0,entmax,1.0,True
100,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.6492400765419006,0.6492400765419006,0.5932203531265259,0.6340851783752441,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,1.0,3.0,32.0,16.0,sparsemax,1.5,True
101,{'weight_decay': 0.001},Adam,128.0,,,,,,,TabNetModel,0.7156631350517273,0.7156631350517273,0.6271186470985413,0.5438596606254578,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,3.0,3.0,32.0,16.0,sparsemax,1.0,True
102,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.8007387518882751,0.8007387518882751,0.508474588394165,0.5563910007476807,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7.0,3.0,3.0,8.0,32.0,entmax,2.0,True
103,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6205816268920898,0.6205816268920898,0.6779661178588867,0.6466165781021118,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,3.0,1.0,32.0,64.0,sparsemax,1.5,True
104,{'weight_decay': 0.01},AdamW,128.0,,,,,,,TabNetModel,0.7436777949333191,0.7436777949333191,0.6779661178588867,0.5927318930625916,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,1.0,1.0,64.0,16.0,sparsemax,1.3,True
105,{'weight_decay': 0.01},AdamW,128.0,,,,,,,TabNetModel,0.6897127032279968,0.6897127032279968,0.5593220591545105,0.6228070259094238,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,2.0,2.0,16.0,8.0,entmax,1.5,True
106,{'weight_decay': 0.001},Adam,512.0,,,,,,,TabNetModel,0.6664015650749207,0.6664015650749207,0.6271186470985413,0.6040101051330566,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,1.0,1.0,64.0,8.0,entmax,1.3,True
107,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.8133917450904846,0.8133917450904846,0.4067796468734741,0.5263158082962036,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,3.0,1.0,32.0,64.0,entmax,1.0,True
108,{'weight_decay': 0.001},Adam,512.0,,,,,,,TabNetModel,0.7066819667816162,0.7066819667816162,0.4576271176338196,0.3947368264198303,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,1.0,2.0,16.0,32.0,entmax,1.0,True
109,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.584828794002533,0.584828794002533,0.6610169410705566,0.6791979670524597,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,2.0,3.0,8.0,32.0,entmax,1.3,True
110,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.7785197496414185,0.7785197496414185,0.5254237055778503,0.48370927572250366,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,2.0,1.0,32.0,32.0,entmax,2.0,True
111,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.8208101987838745,0.8208101987838745,0.508474588394165,0.427318274974823,,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,2.0,1.0,32.0,16.0,sparsemax,1.0,True
112,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.7457379102706909,0.7457379102706909,0.5423728823661804,0.5401002168655396,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,2.0,1.0,32.0,8.0,sparsemax,1.5,True
113,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,1.0451525449752808,1.0451525449752808,0.49152541160583496,0.5426064729690552,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,2.0,2.0,32.0,64.0,sparsemax,2.0,True
114,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.6262388229370117,0.6262388229370117,0.6610169410705566,0.640350878238678,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,1.0,3.0,8.0,16.0,sparsemax,2.0,True
115,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.8224720358848572,0.8224720358848572,0.4576271176338196,0.4786967635154724,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,1.0,2.0,64.0,64.0,entmax,1.3,True
116,{'weight_decay': 0.001},Adam,128.0,,,,,,,TabNetModel,0.6704697608947754,0.6704697608947754,0.5762711763381958,0.567669153213501,,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,3.0,3.0,8.0,8.0,sparsemax,1.0,True
117,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.5983354449272156,0.5983354449272156,0.7288135886192322,0.6516290903091431,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,3.0,2.0,32.0,8.0,entmax,1.5,True
118,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.604318380355835,0.604318380355835,0.6271186470985413,0.6566416025161743,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,2.0,2.0,16.0,32.0,entmax,1.0,True
119,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.814960241317749,0.814960241317749,0.5932203531265259,0.5877193808555603,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,2.0,3.0,64.0,8.0,entmax,1.0,True
120,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,1.3802434206008911,1.3802434206008911,0.6440678238868713,0.6691729426383972,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,2.0,3.0,64.0,64.0,sparsemax,1.3,True
121,{'weight_decay': 0.001},Adam,512.0,,,,,,,TabNetModel,0.6663985252380371,0.6663985252380371,0.5423728823661804,0.5852131247520447,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,1.0,2.0,64.0,32.0,entmax,1.0,True
122,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.7113066911697388,0.7113066911697388,0.5423728823661804,0.6040099859237671,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,2.0,1.0,32.0,16.0,entmax,1.3,True
123,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6209704279899597,0.6209704279899597,0.7457627058029175,0.736842155456543,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,1.0,3.0,64.0,8.0,entmax,2.0,True
124,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.6962956190109253,0.6962956190109253,0.5932203531265259,0.6190476417541504,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,3.0,2.0,32.0,32.0,entmax,1.0,True
125,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.7897689342498779,0.7897689342498779,0.5762711763381958,0.5526316165924072,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,2.0,3.0,64.0,16.0,entmax,2.0,True
126,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6064168810844421,0.6064168810844421,0.7118644118309021,0.7556390762329102,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,2.0,1.0,8.0,8.0,sparsemax,1.0,True
127,{'weight_decay': 0.001},AdamW,128.0,,,,,,,TabNetModel,0.8376082181930542,0.8376082181930542,0.6610169410705566,0.6967418193817139,,,,,,,,,,,,0.1,,,,,,,,,,,,,,3.0,3.0,2.0,64.0,32.0,sparsemax,1.5,True
128,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.7031834721565247,0.7031834721565247,0.6101694703102112,0.4661654233932495,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,1.0,2.0,16.0,32.0,entmax,1.5,True
129,{'weight_decay': 0.01},AdamW,128.0,,,,,,,TabNetModel,0.8124093413352966,0.8124093413352966,0.6440678238868713,0.5476189851760864,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,1.0,1.0,16.0,16.0,entmax,2.0,True
130,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.8506578803062439,0.8506578803062439,0.5762711763381958,0.5864661931991577,,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,1.0,3.0,16.0,64.0,entmax,2.0,True
131,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.6759048700332642,0.6759048700332642,0.5254237055778503,0.5839599370956421,,,,,,,,,,,,0.1,,,,,,,,,,,,,,7.0,3.0,3.0,8.0,8.0,entmax,1.0,True
132,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.8209178447723389,0.8209178447723389,0.5593220591545105,0.5776942372322083,,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,3.0,2.0,32.0,64.0,sparsemax,1.3,True
133,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.6862884163856506,0.6862884163856506,0.6101694703102112,0.5087718963623047,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,3.0,1.0,8.0,32.0,entmax,1.5,True
134,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.7664574980735779,0.7664574980735779,0.37288135290145874,0.5225563645362854,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,2.0,3.0,8.0,8.0,entmax,1.0,True
135,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6728888154029846,0.6728888154029846,0.6271186470985413,0.6065163016319275,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,1.0,1.0,64.0,8.0,sparsemax,2.0,True
136,{'weight_decay': 0.001},Adam,128.0,,,,,,,TabNetModel,0.6422934532165527,0.6422934532165527,0.5932203531265259,0.5839599370956421,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,3.0,3.0,8.0,16.0,sparsemax,2.0,True
137,{'weight_decay': 0.001},Adam,128.0,,,,,,,TabNetModel,0.663293719291687,0.663293719291687,0.6101694703102112,0.5588972568511963,,,,,,,,,,,,0.1,,,,,,,,,,,,,,7.0,2.0,3.0,8.0,64.0,entmax,2.0,True
138,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.6937848329544067,0.6937848329544067,0.5423728823661804,0.6052631735801697,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,3.0,1.0,8.0,16.0,entmax,1.0,True
139,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.669739842414856,0.669739842414856,0.6101694703102112,0.5789474248886108,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,3.0,2.0,16.0,64.0,entmax,2.0,True
140,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.6431571841239929,0.6431571841239929,0.6440678238868713,0.6879699230194092,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,3.0,1.0,32.0,16.0,sparsemax,1.0,True
141,{'weight_decay': 0.001},AdamW,128.0,,,,,,,TabNetModel,1.3104138374328613,1.3104138374328613,0.35593220591545105,0.5588972568511963,,,,,,,,,,,,0.1,,,,,,,,,,,,,,7.0,2.0,2.0,8.0,64.0,entmax,1.5,True
142,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.6681581735610962,0.6681581735610962,0.5593220591545105,0.5551378726959229,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,1.0,1.0,8.0,64.0,entmax,1.3,True
143,{'weight_decay': 0.01},AdamW,128.0,,,,,,,TabNetModel,0.7057741284370422,0.7057741284370422,0.6610169410705566,0.6253132820129395,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,3.0,3.0,16.0,8.0,sparsemax,2.0,True
144,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.7080550789833069,0.7080550789833069,0.6101694703102112,0.6065162420272827,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,1.0,3.0,16.0,32.0,sparsemax,1.3,True
145,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.7074756026268005,0.7074756026268005,0.6440678238868713,0.6102757453918457,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.0,1.0,2.0,8.0,64.0,entmax,1.3,True
146,{'weight_decay': 0.01},AdamW,512.0,,,,,,,TabNetModel,0.8965467810630798,0.8965467810630798,0.6779661178588867,0.6654135584831238,,,,,,,,,,,,0.1,,,,,,,,,,,,,,5.0,1.0,2.0,64.0,64.0,sparsemax,1.3,True
147,{'weight_decay': 0.001},AdamW,256.0,,,,,,,TabNetModel,0.7483344674110413,0.7483344674110413,0.694915235042572,0.6591478586196899,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,1.0,3.0,64.0,8.0,entmax,1.5,True
148,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.7360854744911194,0.7360854744911194,0.5932203531265259,0.5927318930625916,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,3.0,1.0,32.0,8.0,sparsemax,2.0,True
149,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.7618111968040466,0.7618111968040466,0.5932203531265259,0.5050125122070312,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,2.0,2.0,32.0,16.0,sparsemax,2.0,True
150,{'weight_decay': 0.001},Adam,256.0,,,,,,,TabNetModel,0.666212797164917,0.666212797164917,0.6610169410705566,0.6867167949676514,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,3.0,2.0,16.0,8.0,sparsemax,1.3,True
151,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.7418605089187622,0.7418605089187622,0.5593220591545105,0.4849624037742615,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,1.0,1.0,64.0,16.0,entmax,1.3,True
152,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.6192556619644165,0.6192556619644165,0.6271186470985413,0.6491228342056274,,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,1.0,1.0,16.0,16.0,entmax,2.0,True
153,{'weight_decay': 0.01},Adam,128.0,,,,,,,TabNetModel,0.7008241415023804,0.7008241415023804,0.5762711763381958,0.6190476417541504,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,2.0,1.0,16.0,32.0,sparsemax,1.3,True
154,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.9074407815933228,0.9074407815933228,0.6271186470985413,0.4598996937274933,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,1.0,1.0,64.0,64.0,entmax,1.3,True
155,{'weight_decay': 0.001},AdamW,128.0,,,,,,,TabNetModel,0.6807606220245361,0.6807606220245361,0.6610169410705566,0.49624061584472656,,,,,,,,,,,,0.1,,,,,,,,,,,,,,3.0,2.0,3.0,32.0,16.0,entmax,1.5,True
156,{'weight_decay': 0.01},Adam,256.0,,,,,,,TabNetModel,0.9880539774894714,0.9880539774894714,0.4576271176338196,0.47368425130844116,,,,,,,,,,,,0.2,,,,,,,,,,,,,,7.0,2.0,1.0,8.0,32.0,sparsemax,1.3,True
157,{'weight_decay': 0.01},Adam,512.0,,,,,,,TabNetModel,0.6509132981300354,0.6509132981300354,0.6610169410705566,0.5626566410064697,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3.0,1.0,2.0,64.0,64.0,entmax,2.0,True
158,{'weight_decay': 0.01},AdamW,128.0,,,,,,,TabNetModel,0.6870841979980469,0.6870841979980469,0.5932203531265259,0.5776942372322083,,,,,,,,,,,,0.2,,,,,,,,,,,,,,3.0,1.0,2.0,16.0,16.0,sparsemax,1.5,True
159,{'weight_decay': 0.001},AdamW,512.0,,,,,,,TabNetModel,0.6704108715057373,0.6704108715057373,0.6271186470985413,0.5363408327102661,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5.0,2.0,3.0,32.0,8.0,entmax,1.3,True
160,{'weight_decay': 0.01},AdamW,256.0,,,,,,,TabNetModel,0.6873509287834167,0.6873509287834167,0.694915235042572,0.645363450050354,,,,,,,,,,,,0.2,,,,,,,,,,,,,,10.0,2.0,1.0,8.0,64.0,entmax,1.3,True
161,{'weight_decay': 0.001},Adam,128.0,,,,,,,TabNetModel,0.701252818107605,0.701252818107605,0.6271186470985413,0.4987468719482422,,,,,,,,,,,,0.2,,,,,,,,,,,,,,5.0,1.0,3.0,64.0,8.0,entmax,1.0,True
